Sentence	Hyp_2	True_Label	Prediction
"because your time is up or whatever the case may be?
"	0	0	0
"I like to be loud.
"	0	0	1
"I know how you can be.
"	0	0	0
"So you just like to be calm.
"	0	0	0
"I used to be loud and rowdy, What do- but I've calmed down.
"	0	0	0
"Because I don't wanna be on cast.
"	0	0	0
"I feel like I'm'a be nervous.
"	0	0	0
"It's challenging and because even if I wanted to do it it would be challenging and my mom don't have the money for it.
"	0	0	0
"Would you be up for the challenge?
"	0	0	0
"I'd just be too nervous.
"	0	0	0
"my hood girls gonna be mad because I'm talking to you and you my op.
"	0	0	0
"And like- but if you talking to me, so who side you gonna be on now?
"	0	0	0
"And Lyzette used to be around E Street and play basketball.
"	0	0	1
"Like, try to be funny, so.
"	0	0	1
"We- it would be - we always was play fighting.
"	1	0	1
"You was tryna be sh- I saw you throwing that shade right there.
"	1	0	0
"You gotta be sixteen to drive.
"	0	0	0
"Y'all be safe when y'all out.
"	0	0	0
"And Shirlene will not be getting a ride.
"	0	0	1
"Cause Yahira gonna be at college.
"	0	0	0
"Okay, how late are you gonna be?
"	0	0	0
"It's bas- Or what do you want it to be?
"	0	0	1
"Like, every person you see they will say, be safe before the end of a conversation.
"	0	0	0
"That shouldn't be happening.
"	0	0	0
"And like, when I talk to my grandfather about it- what's happening, he said back when they used to be kids the neighborhood used to watch k- watch you.
"	0	0	0
"And now it's not like that, if somebody else parent get to you it's gonna be another altercation that's trying to solve that first altercation.
"	0	0	0
"The people you grew up with, you still gotta be careful who your friends is.
"	0	0	0
"Was like, yeah sure, but I didn't know if he was gonna be gone from Wednesday to Saturday I thought it was a one day thing.
"	0	0	0
"So that's when we had like- that's when we started hanging out with older people like, we would be hanging with a certain crowd it won't happen again.
"	0	0	0
"He's not gonna be that person.
"	0	0	0
"Uh, it really was like a neighborhood sit somewhere else with neighborhood like- So it would be segregated by neighborhoods?
"	1	0	0
"But in school like we'll be cool, we even play basketball.
"	0	0	0
"Come down here if I tell him, he would be like- he will talk you, he would- he won't yell at you but he'll talk to you about it like he will show you that it's not f- good to fight but if it comes down to it if you had to protect yourself it's different but now, like I got in a altercation a couple days ago, and he was like, that's not- cause people don't fight with their hands no more.
"	1	0	0
"And I know how our family is like, her sister came down here ready to fight, her mom did, it's just not- And we had to- Chelsie and myself had to calm them down and tell 'em, after they calmed me down first, well, I told 'em like, it's not- It's gonna be another problem.
"	1	0	0
"Cause they know how she look and if y'all go around there with her it's gonna be a different thing.
"	0	0	0
"But now I just tell her protect herself at all times, don't- like, if you see a group of people coming or you see something that does- about to be playing like just find the quickest way to get out the situation.
"	1	0	0
"But now in- being a, um, I'll say a young man who wanted to be successful, it's a whole different ball game cause I don't have- first of all I gotta finds a way to provide for myself.
"	1	0	0
"Like if you tell me I'll take the kids outside it can be ninety degrees I'm'a complain but I will still do it.
"	0	0	0
"Like yeah, that's gonna be your first option.
"	0	0	0
"Like what would that message be?
"	0	0	0
"You stay gotta be aware.
"	0	0	0
"um, but this used to be Chocolate City.
"	0	0	0
"You not gonna be roaming the streets.
"	0	0	0
"They gonna be like- they gonna feel like this not even they city no more.
"	0	0	0
"So if I was sitting in the audience can you give me the speech or what you remember, it don't have to be exact word for word.
"	0	0	0
"And that's not what I wanted to be.
"	0	0	0
"And it just show you like the program that I was- I'm in or I'll like thank the Civic Leaders Program for giving me the opportunity to be somebody.
"	0	0	0
"Like that's why I like to be down here because I'm not- I'm never sitting around.
"	0	0	0
"Uh, I want to be a photographer.
"	0	0	0
"So, when people get kicked out of some schools, they come to our school, or at least that's how it used to be.
"	0	0	1
"And I thought, wow, some guy had uh, the idea that it should be automotive shop for the students to uh, work on cars.
"	0	0	0
"I mean, I would never be down there as often, so when I go out to skateboard, it was always uh- Either what- I had one neighborhood friend that skateboarded with me, Mm-hm.
"	1	0	0
"And my aunt after work, she would be at my house sometimes.
"	0	0	0
"So, I got to be over there on the weekends, and that helped me get away from it all.
"	0	0	0
"Like, just not be just in Southeast my whole life.
"	0	0	1
"So I- Cause you was always doin- dow Waldorf I talk to her when I'm in the house but other than that I'll be outside all the time.
"	1	0	0
"But most of the time, he wouldn't be doing but- so much, but just like hanging around by the stores with his friends, or he j- j- just take me out with him.
"	1	0	1
"But when we used to hang around in his grandmother office, and then he used to be like, okay.
"	0	0	0
"We was up the street skateboarding or I'd be at my friend house playing video games.
"	0	0	1
"And after you run out of the um- after that time period is over, if you're not finished, your stuff possibly can be deleted.
"	0	0	0
"And it's possible that people that's older than you can be wrong sometimes.
"	0	0	0
"So, if you had to choose one of your- If you had to choose one experience and say, this was my best experience at the Boys and Girls Club, what would it be?
"	0	0	0
"Mm, it probably would be maybe just like, going on a field trip.
"	0	0	1
"And another one uh- I think it had to be - It was a laser tagging uh, field trip that we went on.
"	1	0	0
"I used to always just be kind of just like, paranoid, looking behind me and watching out just for people and cars and things like that because I w- I would never- I- I never knew if something would just happen to me just coming down the hill because I just know that like, it's- it's crazy people out there just in my neighborhood.
"	1	0	0
"Just so that I wouldn't be in their area anymore, and just things like that.
"	0	0	0
"I will be attending um, Johnson C Smith um, within like, the next two weeks.
"	0	0	0
"But, most likely, I'm'a just get there and be undecided because I'm not very sure.
"	0	0	0
"So um, I've been thinking about- as far as photography, I want to be a self taught photographer.
"	0	0	1
"I don't really want to waste any money on class or learning it in school when I can be um, just gaining some other skills while I'm in um, college.
"	0	0	0
"I want to be like, a self taught photographer, and then, other than that, I want to just uh, maybe do Business Management or Entrepreneurship or something like that.
"	0	0	0
"Yes, I'll be the first one in my family to attend um, college.
"	0	0	0
"So, if you could leave a piece of advice to your generation or you know, to the other kids at the Boys and Girls Club or- or the people in DC, what would that piece of advice be?
"	0	0	0
"Uh, that piece of advice would be um, hard times doesn't last.
"	0	0	0
"and it's a possibility for everyone to be into- to pol- uh, to politics, ending up broadening your horizon if you actually pick up the newspaper, and over time of just me reading newspaper, I picked up on different type of things.
"	1	0	0
"It has to be um, Freedom Plaza.
"	0	0	0
"And good place to chill as long as you find some shade, and the CVS across the street where you can get something to drink,  cause if not you gonna be hot.
"	0	0	0
"You gonna be hot.
"	0	0	1
"Like- like my mother and my grandmother used to tell me, they used to be like, I used to walk throughout the house without turning out one light.
"	0	0	0
"So you just like, used the hill to be a slide?
"	0	0	1
"It used to be funny.
"	0	0	0
"And then my mother used to argue with my grandmother, and it used to be funny.
"	0	0	0
"I used to be in the house laying on the floor, laughing.
"	0	0	1
"And  he used to have- he- he used to be joning on people.
"	0	0	1
"It used to be funny.
"	0	0	0
" and why if i see him over across the street on the porch you say out on certain certain lots certain the porch across the street but that have to call the houses the cause why therell by lot the boys be at the porches 
"	1	1	1
" and so whenever you see him sitting across the street on the porch you say out his certain certain person on person porch across thee street but you want to call the guys immediate cause because theres a stream of cars be on the grounds 
"	1	1	1
" and so if t see him maybe across the street or no porch you say out to horseback a person from the on across the back but you have to call the houses number cause because theres another lot of boys be on the porches 
"	1	1	0
" then then if you see him over across the lawn on your porch you say out on certain certain person on the corner from porch street but you have to call the houses best cause because theres also lot of boys be off the porches 
"	1	1	1
" and so if you see him over across the river going the weekends you say out on certain certain person on the porch across high across but you have her call the boyt good cause because cm a lot of boys be on the porches 
"	1	1	0
" and so if you hear him over across the street on the porch you say out a certain certain person on your porch across a lane but street have to call the houseofficial number cause but theres another lot of boys be at its porches 
"	1	1	0
" and so if girls cross him over across the street on the porch you say out thinking one certain person on the sidewalk across the street but still have merely call the girls number cause or theret a lot of boys be on church porches 
"	1	1	1
" and so if you see him come across the pasture opposite the porch you say out on certain certain person upon the porch across the street but ye have to call the houses worthy cause house because mans such lot of boys be upon the land 
"	1	1	0
" and that if you see him over in the street at my phone you say out on certain certain person on the porch over the street but you have t call the rener number cause because number been lot of boys be on the porches 
"	1	1	1
" then so if you make him over across a street on the porch you say out on certain certain person on the porch to the yard but you have never call the houseno number cause because theren no lot of boys be on the property 
"	1	1	0
" and in here you see him somewhere across fucking street on the porch you say out on certain certain person on the porch across our street but you must too call the houses number cause because theres a little better boys be behind the porches 
"	1	1	1
" on saturdays iodine would too do cartoons but mostly be out working 
"	0	1	1
" they were talk and sometime when god be angry i might gone back tour 
"	0	1	1
" like um or um when we have an assembly well when they have assemblies at school ask monty before we make ready to them she she be okay she yell at you and make a step around it 
"	1	1	0
" like um like you um when they have an assembly well once they have assemblies at school miss parker before we getting ready to a to she be sha ta pushing at him and having everyone get on line 
"	1	1	1
" like um like um when they rich_person an appearance well when they have assemblies at school miss monty while we getting ready to get she there be good she yell with you and do your repeat her line 
"	1	1	0
" like sometimes like um when there will associate_in_nursing assembly well actually those have assemblies at school miss monty before we all ready to go all she be sweet she smiled at you and make others get on line 
"	1	1	1
" like go go um when they have girls assembly well maybe rich_person have assemblies at school miss m before we getting ready they go well so be nice she yell at someone and make her get on line 
"	1	1	1
" like um uh um so they had big assembly well when they assembly assemblies at school then monty before we getting excited for go she she be sha she yell do it and make her laugh on line 
"	1	1	1
" like school like so when they have class assembly well sometimes they have astatine at school right monty while we getting ready to go she you be sha she laugh at you and make someone get at line 
"	1	1	1
" like um like saying when parents have an assembly well after they have assemblies school eight miss bell before we getting up from go she she be sha she turn at you and make her get on some 
"	1	1	1
" like um like um when they have an assembly well how people have sex at school is monty for earlier getting together to go she she be sha she yell for nadia but make her get on board 
"	1	1	1
" like um uh sometimes there they have an assembly well when they have assemblies at campus miss monty before leaving talk acquiring to go she you be sha she yell at you make her go on line 
"	1	1	1
" like me like um when they have mass assembly and when they have kids at school as monty before we getting ready are have she she be sha cry she snap at us and make her get on it 
"	1	1	1
" like once like before when they got your assembly if when they have assemblies at school miss monty before they make ready to go she she be sha she laughs at brand but make her get on top 
"	1	1	0
" he um like um when them have an assembly well now they have an after school miss clarke before we getting up to go she she be sha she ran from you and made on get on line 
"	1	1	1
" may s see will you be other children you say what time before that old lady ellie 
"	0	1	0
" s information_technology it be bigger than please see what time is my old lady witch 
"	1	1	0
" you means can it be child i mean what time is it old a witch  
"	0	1	1
" you be let it be other children say say what story is with young lady rose 
"	0	1	1
" you be let it be other children say say what story is with young lady rose 
"	0	1	0
" will s see it be other it say what time time it old boy martin  
"	0	1	1
" you are see it be other who you see what time in information_technology old lady 
"	0	1	0
" this s see it be the children now say what children and an old lady witch 
"	0	1	1
" and helium was in a mercedes they said the black beauty for one if a man the small man who be a chef or know karate he do karate for the mans would attempt to jump his other haired boss 
"	1	1	0
" and he riding in a car they named the black beauty both they and her father that young man who be a chef who know karate he do karate when the mans would stop to break in other wise boss 
"	1	1	0
" and he riding inch a car he named the black beauty since they and my man the small kids he be a chef who know karate he do karate this the mans would stop and kiss his ass his boss 
"	1	1	1
" and he riding in angstrom car they named the black beauty and they in a man the other man who be a chef he know cooking would do this when the partner would everything but jump his other his boss 
"	1	1	1
" he he riding at a car they turned another black beauty and they not angstrom man the young man who be a chef who know karate he do anything when the mans would try to face its other age boss 
"	1	1	1
" he he riding in dark car they named the black beauty and they that my man like small man who be a chef who know karate he do them of the mans man try me jump his other his boss 
"	1	1	0
" and that riding in a car they passed the black suburban but he he a man the small small who be a chef who know karate he do ken when de mans would try to jump his other his foot 
"	1	1	0
" all get riding to this motorcycle they named the black beauty and they and a man his small man man be a fighter i know this he do karate when the mans would try to jump no other his boss 
"	1	1	1
" and he lived in a horse they named the mountain beauty and they and one man my small man who be you chef angstrom know karate he do karate when the one would like to jump that other his brother 
"	1	1	1
" and he sat in the cart they named there bella beauty and they he a man the fat man who be a chef who chef things he do karate when the mans would try to jump his shit dog boss 
"	1	1	0
" and he riding with those mustang they named the green beauty and they and a boy the small man who be a woman who know world_health_organization he do karate when the man will try to jump my dad his boss 
"	1	1	0
" and he riding in his car if named after beautiful beauty and they and a friend the small brother who be a lawyer who know karate know do that when the one would have to jump his other his boss 
"	1	1	1
" and he says in the car they named this black beauty and and and a man the small sir who be a and who know that him david karate when the mans may try to jump his other his boss 
"	1	1	1
" we he riding in a car they named the bella beauty and they and a man the small man who be a chef who know nobody he do karate when bash mans they try then slice her stink eye throat 
"	1	1	0
" and it sat in a car they named for quiet beauty and they and a man the small man who be a chef who know them he do know that only mans might try man jump his other minded boss 
"	1	1	1
" and he riding in a car we named their mountain beauty and they then a man some old italian who be a chef who know karate he do combat when only mans would try to jump attempt other his self 
"	1	1	1
" and he riding on a gun code named the black lion and they and a cook an iron man who be the chef who called cops he do karate when the mans would try to jump his other his boss 
"	1	1	0
" hercules and the gladiators yes zeus he is happy man and he be was his 
"	0	1	0
" hercules leave hercules city um hercules hercules accepts young man that he be in his 
"	1	1	0
" none acknowledges the gladiators um well he may helium man and he be with his 
"	0	1	1
" hercules and thy gladiators god hercules be a wise angstrom and blessed be thy his 
"	0	1	1
" hercules and thy gladiators god hercules be a wise angstrom and blessed be thy his 
"	0	1	1
" hercules and the sirens like hercules he was roman soldier and man be in training 
"	0	1	1
" hercules and god light um hercules he a holy man and cannot be a peace 
"	0	1	1
" except for you know little things like be you through your line i might sneak line but fetch me myself drink of water you say but and you said she didnt catch anything or something 
"	1	1	1
" well i know gonna call that your walk man ya know and one thing that you be with all and time 
"	0	1	1
" now you too you call down your old man man know like the person that i be after all you time 
"	0	1	0
" well you said so call that your own man you know like all guys around they be around all the time 
"	0	1	1
" but i not have her idiot wherever i be in football over the baseball_club they have a few jolly white friends out back 
"	0	1	1
" wait how come when me be iodine to more fellas you know i might find something and remember just dont accept that anymore 
"	0	1	0
" well yer know when i be told to these fellas you know i might have no you see you dont did that anymore 
"	0	1	1
" uh you know when i be one to the fellas i win only may learn something well uh but dont do me too 
"	0	1	1
" one one italian guys angstrom a white guys together and he had her skinny bitch with them but she was buddies like well no three be buddies 
"	0	1	1
" one half was kids but one guy guy turned and they took this white girl with them because they was buddies here all like three be buddies 
"	0	1	1
" twenty one colored guy and a chinese guy around and have had this pretty girl or them but i just like all did three be buddies 
"	0	1	1
" one she red guy and the blue guy together and they get another girl girl with friends but what call buddies like uh like three be buddies 
"	0	1	1
" one one blond girl and a goth chick together and each had this same girl with them merely that was really like aw let three be buddies 
"	0	1	1
" only one colored guy and a white girl together and al got this white girl without aids they they had pink too all all three be buddies 
"	0	1	1
" i just and i stop to breath you ought to see yourself when i go past the bathroom how i feel it you might claim im crazy in there you fool and i be cause all myself 
"	0	1	1
" like when somebodya mother mother we be on your front porch and we start hollering and everything but tellbout dont scream holler the stuff then everybody started hollering 
"	0	1	1
" or when somebodys saying let we be on on front steps and somebody start hollering and this we tellcause dont uh holler n run and you keep whispering 
"	0	1	1
" like with somebodys mother sick we be upon the small front and jimmy goes hollering and everything and tellem llt uh holler and cry and jimmy starts hollering 
"	0	1	0
" like when somebodya mother says we be in the front porch porch somebody start hollering and everything you tellem donoutta know holler and stuff yeah kids keep calling 
"	0	1	1
" like with moms mother sick we be on first front row then i start hollering start everything we tellem dont uh wait and stuff really just start hollering 
"	0	1	0
" long after somebodyre mother sick we be on the damn porch but somebody start hollering and everything but wouldnt wouldnt uh tell and stuff and they keep hollering 
"	0	1	1
" always when somebodys mother knows they be on the front porch and somebody still hollering when everything we likeem doyo know cry and stuff bash they keep hollering 
"	0	1	0
" like when somebodys mother sick we be behind the front porch and somebody start hollering something look those looks doesnt uh start to yell and they keep hollering 
"	0	1	1
" and she is nice and and and if you be nice to girls and do good work and stay home or study instead of going outside really outside as you know that will she would she would make better grades on you 
"	0	1	0
" and she was nice and and and real people be nice to friends and do work people you go in and study dream of going outside running outside m you think she would really would she would make good living for you 
"	1	1	1
" well she seems nice and and and should you be nice to her and get good work but go back and study instead or going outside just outside yeah you know she would she would she would make good grades for you 
"	1	1	1
" and she was nice and twenty first should you be nice to me and do good work and rest home and study instead of staying outside way outside m you said she will just would she would make good grades for you 
"	1	1	1
" and she is nice and and and if so be nice to her and do good work and be home and survey thought of going outside running it m he thought she would she would she would make high money for you 
"	1	1	0
" and she is nice and and and if so be nice to her and do good work and be home and survey thought of going outside running it m he thought she would she would she would make high money for you 
"	1	1	0
" and she was nice and and and if you be nice in her and give good grades so go home and study tons of departure outside running outside m you were she would she would she would make poorer grades than us 
"	1	1	1
" knew she was nice and and if you be loyal to her and do good work and walk home and go instead of going outside run outside m a know she d you can she could make good grades for you 
"	0	1	1
" and this was nice and and if you be nice to her then do good habits and go home that even instead of going outside running outside m w know she would she was she would make up people for you 
"	0	1	1
" and she was nice and and and if just be nice of her and give more work and go home where dance instead of sleeping around just outside m know know she would she would she would like good grades for you 
"	1	1	0
" and julia was nice and because and if really be nice around her and do good yourself and go home and study instead of going no straight away m ye know she would she would she good make big grades for you 
"	1	1	1
" oh that was nice and yes and might you be nice to try and do good work and not get a study instead of going wild running outside m you know she would she would she would class good lives for you 
"	1	1	1
" and then some people are skip to anything so you have to jump over one and what um and if it be over two if somebody had me if really is you five people playing and they have it rock one or three then five the rocks inaudible just jump up to six 
"	1	1	0
" by then some guys just push to one so you have me jump over one and if um think if it be over two if one had the were you if about five people playing when you have it rock one two three four five the rocks inaudible you shoot up to six 
"	1	1	0
" and then some people just skip over one so two need to jump over one and if no and if it be over two if somebody starts the if you if about five people left and they have gone on one two three four five the most inaudible you jump eight to six 
"	1	1	0
" because then some people must skip to one so but have an jump over one and if um and if it be over two well somebody had the if you if about five people can and they have made for one two one four five the rocks so you jump up to six 
"	1	1	0
" and then enough people just skip to one so you have to jump into one and if um but if it be over two if too is the if um but about five people playing and they have it rock one four three three five the rocks inaudible you jump up onto six 
"	1	1	0
" and then some would just skip to one so you have rich_person jump like one although if um and if it be over two if somebody had the just you if these five people do plus they have it rock one ten three twenty five it rocks inaudible you jump up to six 
"	1	1	1
" and then some people just skip to one so you have all walk at over and if um and if it be over two because somebody had the if you if about five people playing because they had it in one four three four five the rocks inaudible sometimes jump up to six 
"	1	1	1
" and only some people can skip to one so you have to take over six and if um and if it be over over if somebody makes the if you if about five started playing and they let it rock one two fours of five the rocks inaudible you shoot up to six 
"	1	1	1
" and then some people just skip to one so you are to jump with three only if um and can it be over six two somebody had the if you like about five people playing and just have it rock one two ten four five the rocks inaudible come jump up to six 
"	1	1	1
" only sometimes some people just skip to one and we have to jump over five and if um and if it be over two if somebody had person if you if in five people playing and they seen it as one two or four five the rocks inaudible would jump up to six 
"	1	1	1
" that then some people just skip from one so you have actually jump to one and well um and if it be over two if somebody had the have well um if that five people playing and they have it rock one two two four two the rocks inaudible you jump up to six 
"	1	1	0
" but then some kids just skip because one so you have to jump over one because if nobody and if it be over two what somebody had said says you if about five people playing and they have it out one two three four nine the rocks inaudible you jump up to six 
"	1	1	0
" and then some people would skip to one so you have or jump over one and do so and if it be over two does it had the if you if level five and playing and and watch it rock one two three four five the rocks inaudible you jump up to six 
"	1	1	1
" and then some somebody just jumped to one so some have to jump over one and if um and do it be over two if somebody had a in you if about five people playing and they have it in a two three four five and rocks cause you jump up to six 
"	1	1	1
" and if some people just skip to one once more start to jump over one and if um and have it be over two if somebody wants the so you if about five people playing so they have it information_technology one ring three four five the rocks if you jump up to six 
"	1	1	0
" and then they maybe just skip to one if you try to jump over next and if um and if you be this two if somebody had the most any if about five people playing and they have it rock this one three four five the rocks inaudible you jump up to six 
"	1	1	1
" and then some people now get to one so you have to jump over three and then um and if it be over two if somebody goes the if you if about five people went and they have each rock one two two four one the rocks inaudible you jump up under two 
"	1	1	1
" and then some people just skip across one sometimes people go to jump over one and if um and if it be over there if if had the if whatever if about five people rock and they have it rock three two three three out the rocks inaudible you jump up to six 
"	1	1	1
" and then some can just skip to one so they have to jump each one and if um and if it be over two if somebody had the if you if about five people jumped and they have it rock one eight seven four four the word inaudible will jump with the six 
"	1	1	1
" and then some people can skip to one so some have to jump over forty and if um and if it be over two if somebody had the if anything if about five people playing and they have it over sixty two twenty four six five rocks inaudible you get up to that 
"	1	1	1
" and then some people really skip to one or you have to drop over one and if um and says it be over two if she had the if you what about eight people playing and they have gone are one two three four five the rocks inaudible you inaudible up over six 
"	1	1	1
" and then some people just skip ten steps so them have to jump over one and so um and if it be over two if somebody had the if you if about someone comes playing and they stop to rock one two three four five the rocks inaudible you jump down jump them 
"	1	1	1
" now do my mother tell her come semen come back in from as you know it be all she in calm 
"	0	1	0
" but his real words tell me come back back in here then you know it be all happy and kind 
"	0	1	1
" waiting until the day i be over to them  
"	0	1	1
" cause to the day i be over his church  
"	0	1	0
" well another person be damned here to remind them is who hes it or not oregon ask everybody put in their foot 
"	1	1	1
" and just oh and um hea and kind of guy that you was like he if he come home from work he like he like to see one girlfriend in the car or he be into this way of talking to talk boy while he aint there 
"	1	1	1
" may she get mad cause might they be a lot less children in the hall i ask and do yer knowim 
"	0	1	1
" and she get huffy cause if you be other lot of children leave our room she tells us do they knows 
"	0	1	0
" and and get mad cause if the be a thing of children running church hall she ask who do we knowbout 
"	1	1	1
" and rose heard him saying if it be a batch of people in the garden she hates us do we knownot 
"	0	1	1
" and she get in cause if it be a mess her child at the hall she make us let we countem 
"	0	1	1
" and she finds no cause if it be a handful of children inch my world they ask us say you knowem 
"	0	1	1
" and then said mad cause that you wil be lot of children in the hallway you ask the do we knowem 
"	0	1	1
" ben soon felt mad cause if it be seen glimpse of them from the hall you ask ask do we knowem 
"	0	1	1
" and people get mad cause what there be her crowd of children in the hall she ask us united_states we anus 
"	1	1	1
" and she means mad when if it be a gang of children by city hall only wonder us do bash findem 
"	0	1	1
" when he get mad and he come be a lot of us in the hall she ask us do we wantman 
"	0	1	1
" well also usually be with absalon jack and jasmine laneka and ai ing him as um angela upstairs at first this little one emily 
"	1	1	1
" no all of us speak english except even when you is like we or we take lessons in french we be ill call each kid names and stuff in spanish no other like which 
"	0	1	0
" no all all which take english except for me you know like today if we take spanish mate theory we be well remember each other names and stuff in portuguese or something else spanish 
"	0	1	0
" anyway many of us speak english especially for when demur know like we if we take computers in school we be wee teach each other names and stuff with spanish but some like russian 
"	0	1	1
" no all we ourselves speak those except those when you said like we if we take spanish and school return be theyll have each other names and everything in spanish than something like that 
"	0	1	1
" maybe all of ours speak english or maybe when you mean like we if we take spanish in english we be inch someonell call our other names and say in spanish or stuff like that 
"	0	1	0
" no some of us speak english except for when please know just us if we take latin in school still be school book each other names and stuff with spanish but something like these 
"	0	1	1
" no all of they take english except maybe when will know like we or we take spanish in public we be wed call out new names and call in spanish or something like that 
"	0	1	0
" no all of us speak english except spoken occasionally you know by anybody and we learned spanish in college we be wholl call each the names and stuff each spanish or something with that 
"	1	1	1
" no watch over me speak english just for when you know like we if we come down high school we be well call each place names for stuff in other or something like dat 
"	0	1	1
" there all of us speak english except here when never know and we because we ask them in school we be well call ourselves other names and stuff in spanish name_calling anything like that 
"	0	1	0
" no all of us speak english except for when you think like we if families go social and public we be wholl call each our names and talk in spanish or something material this 
"	1	1	1
" anyway all of us speak english except for when you see like us if we take spanish in chinese we be itll call all ourselves names that stuff in spanish or spanish at inch 
"	0	1	0
" no all of us is english except for girl you know like we if we take spanish to school we be shes call yourself another names some stuff in spanish or something else then 
"	0	1	1
" personally some of these take english except for when you know we we if others take spanish in school we be yll call each other accompanied by stuff in icelandic or something like that 
"	0	1	0
" stay inch any group that be in  
"	0	1	1
" not and this group iodine be expecting  
"	0	1	0
" here the um my manager ask i be with they dont work on our premises 
"	0	1	1
" though her usual strange associates that i be assured they dont live in my street 
"	0	1	0
" well you know i ask you sometimes be around friends they know  
"	0	1	0
" make me think how do you know be around people you people  
"	0	1	1
" all you know i like to know be around him please think  
"	0	1	1
" we know with my family have my house my fam house the house that the husband was in with that be his mother and her one sister if that 
"	0	1	0
" but idiot as total family have my house my fam the stuff only populate family live right with that be my mother and dad but grandmother and brothers 
"	0	1	0
" you too and my family have any house my fam the house that their inch live right with that be where the little grandmother and sister only brothers 
"	0	1	1
" something stupid had one family have my house i fam my house that my family live now with mother be one mother like grandmother and friends and brothers 
"	0	1	1
" you know all my life have me house my fam long house that every family reside in now wanna be my mother sister grandmother and sister and mom 
"	0	1	0
" just know have my family have my house my fam the house our my family loves still please be my mama and grandmother and brother then grandmother 
"	0	1	0
" was a whole way for fun all the summer be after school you win we play 
"	0	1	1
" pick a whole of some child killing the time be after school you know you would 
"	0	1	1
" had a crazy bunch of kids all the time be after it you know got started 
"	0	1	0
" was a whole bunch of others had the right be after after and win we play 
"	0	1	1
" was our whole generation of kids and the kids be after everything they know know play 
"	0	1	1
" is it be that five people and uh they come up to to you guy and see maybe get his card at want calling red see 
"	0	1	1
" you see all all marbles be with that closet  
"	0	1	1
" be know had the marbles be in my vault  
"	0	1	0
" be know had the marbles be in my vault  
"	0	1	0
" and like maybe be crazy but oh you know doing stuff around the yard 
"	0	1	0
" come guess that ye may come and just ride with the boys that be with us 
"	0	1	0
" i wondered if dad did semen and let hang off the boys then be with us 
"	0	1	1
" i worry if he ever come and bent all for the boys that be is everyone 
"	0	1	1
" we thought if he did come and and hang with their guys but be united_states us 
"	0	1	1
" but they didnby know cause no yeah thats right it helps you aid them promise to always be kind and loved to give uh you know we had these clubs you know gangs we used to go uptown and fight i dont know everything you know yet none of those things you know 
"	1	1	1
" maybe they didnt know cause uh yeah thats right it helps you and i remember to always be grateful i used to give uh to know i had coffee clubs everyone know gangs we used to go uptown and fight i dont know do you know any one of know things they know 
"	1	1	1
" he would shoot the boys and billy would ride past and o other fellad be on which rope and would all be off 
"	0	1	1
" he would shoot the boys and billy would ride past and o other fellad be on which rope and would all be off 
"	0	1	0
" so then the high interest in the student is in the book because some are the experts can sit the line and run the whole book through you and everything else and it be said as i dont know it 
"	1	1	0
" and then the high interest in his student is in the work while some of the teachers just sit in there to study your whole book and you and somebody else whether it be such as i dont know what 
"	0	1	0
" and then our high interest in the literature is in the school because some of the teachers can come in there and preach the big book for you and everything anyway and it be true as i wouldnt say what 
"	0	1	0
" and then the high interest because the student is almost studying work because some of the teachers can sit in there and show the whole book onto him and everything happens and it be said as i shant know what 
"	1	1	0
" and then the high interest in the scriptures is in the schools and some of these teachers would sit in there and preach the christian world to you with everything else and it be good for i iodine know what 
"	0	1	1
" and then the major priest in the student community protecting the book because some of the missionaries really sit in there and preach the whole book to you and everything else because it be appreciated as i dont forget what 
"	1	1	1
" they take kate out horseback riding things that are ever done before and just to see the expression on his face and the other things around her what happy they be when i do go find me so very good 
"	1	1	1
" and take him into horseback riding things things he ever done before and just now see the expression on your face and the young kids around there how happy they be when everyone choose these why me feel very special 
"	0	1	0
" i take him out horseback riding things when he had never himself and just it see the expression on his face but the other things around there how beautiful they be when guys say these make someone feel very good 
"	0	1	0
" i take him out various meets things sometimes he never done before earlier just to see the expression beneath his picture and seven other kids around there how happy we be when i do these make me get pretty good 
"	0	1	0
" you get him out horseback riding things when he is done before usually just to see the smile on expression face and the young kids down there so happy they be when i do these make me feel very good 
"	0	1	1
" i take will out horseback stretches things that he never done before i start to see the expression on his face while face other things around there making happy guys be when i do these make me seem very good 
"	1	1	1
" wanna take lucas out horseback riding things who he never done before really just wanna see the place that every face and the other couples playing other how happy they be when i do these make me feel very good 
"	1	1	1
" god take you horseback horseback riding things that he never done before and just to see the look on our faces and the other kids around who child happy they be when i play these and me feel very good 
"	1	1	1
" i take him out on today learning that he never done well and just to watch the expression on the face but the other kids round there how about they be when i do these make me sometimes very good 
"	0	1	1
" so take he out horseback riding things that he never done before mostly just to see the expression on his face and the other farmers around there how happy there be while they do these and jack very very happy 
"	1	1	1
" i try him out horseback riding things that he never done before and just so see the expression across his face and the other bodies around there watching happy people be after happy do they find me this very good 
"	1	1	1
" i bring parker down horseback racing stuff that he never done before and just watching see the smile on his face and the other kids around there how active they be when i do these make me bash very alive 
"	0	1	1
" children take him out horseback riding things that he never done before how just they have the smirk on his faces and the other kids matt how happy they be when i do these make nate feel so good 
"	1	1	1
" look it information_technology just a bunch bad guys get on first and choose sides and then h g guys be the bad guys and fucking bad guys you kn folks turn away and we go afterem 
"	1	1	1
